Hostname,BIOS Serial Number,Processor,Total Physical Memory,Storage,System Model,System Manufacturer,Last Logged In User,Device Health,MAC Addresses
044TL,5CD33044N6,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111106E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,spatel,Critical,"00090ffe0001, 00090faa0001, ce5ef831ce7f, c25ef831ce7f, bc0ff38daa07, cc5ef831ce7f, cc5ef831ce80"
0B4V,PF280B4V,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,7.75 GB,C:\ 5.107708E11,20S00012UE,LENOVO,skendi,Needs attention,"00ff9be1bf56, 00090ffe0001, 00090faa0001, 002b67635347, 0433c2983330, 0633c298332f, 0433c298332f"
0DG0,5CD2140DG0,12th Gen Intel(R) Core(TM) i5-1240P,7.64 GB,C:\ 5.109559E11,HP ProBook 450 15.6 inch G9 Notebook PC,HP,nadie,All good,"846993486857, 847b57454175, 867b57454174, 00090ffe0001, 847b57454174"
0F16L-NRB,5CD330F16L,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.110828E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dkagai,Critical,"421a586dd45f, 461a586dd45f, 00090ffe0001, 00ff002550cd, 401a586dd45f, 644ed7181df7"
0FHJ-NRB,5CD2140FHJ,12th Gen Intel(R) Core(TM) i5-1240P,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G9 Notebook PC,HP,dwaithira,All good,"847b574afcb9, 867b574afcb8, 00090ffe0001, 847b574afcb8, 847b574afcbc, 846993486b9c"
0N9X-NRB,1H85430N9X,Intel(R) Core(TM) Ultra 7 258V,31.48 GB,C:\ 1.023113E12,HP OmniBook Ultra Flip Laptop 14t-fh000,HP,jalpesh,Unverified,"00090ffe0001, f4a80d014996, 04f0ee41d38c, 06f0ee41d38b, 04f0ee41d38b, 04f0ee41d38f"
0NC9-NRB,1H85430NC9,Intel(R) Core(TM) Ultra 7 258V,31.48 GB,C:\ 1.023113E12,HP OmniBook Ultra Flip Laptop 14t-fh000,HP,mbhavsar,All good,"00090ffe0001, 289200579573, 289200579572, 289200579576"
16K6-NRB,1H842616K6,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,mamaan,All good,"00090faa0001, fa6dcc642b9c, fe6dcc642b9c, 00090ffe0001, f86dcc642b9c, 644ed7c075c8"
1FX90,5CD151FX90,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,11.68 GB,C:\ 5.110581E11,HP ProBook 450 G8 Notebook PC,HP,lmacharia,Critical,"c85acfb9d7bf, ac74b1b20a62, 36ebd4d19820, ac74b1b20a65"
1JS4J-NRB,5CD231JS4J,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,Posoro,Unverified,"703217e677ac, 723217e677ab, 00090ffe0001, 703217e677ab, 5c60babd1d2c"
1JS5B-NRB,5CD231JS5B,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,mmuthoni,All good,"703217e6dff3, 723217e6dff2, 00090ffe0001, 703217e6dff2, 5c60babd20c5"
1Q68-NRB,5CD4101Q68,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.048977E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,lomuse,All good,"5a9671a4feec, 2c58b9d9f91e, 00090ffe0001, 589671a4feec, 589671a4feed"
1Q6X-NRB,5CD4101Q6X,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.048977E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,sadmani,Critical,"2c58b9dcb9a2, 5a9671a5009a, 5e9671a5009a, 00090ffe0001, 589671a5009a, 589671a5009b"
1Q72-NRB,5CD4101Q72,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.112123E11, G:\ 0E0",HP ProBook 450 15.6 inch G10 Notebook PC,HP,dkuria,Unverified,"5a9671a5008c, 00090ffe0001, 589671a5008c, 2c58b9dcb99f"
1Q7X-NRB,5CD4101Q7X,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,vjanice,All good,"5a9671a4ff98, 5e9671a4ff98, 00090ffe0001, 589671a4ff98, 2c58b9d9f978"
1QDQ,4CE1121QDQ,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,11.83 GB,"C:\ 5.24288E11, D:\ 4.752624E11",HP 290 G4 Microtower PC,HP,echazima,Critical,"00090faa0001, 0068ebba78c7, 00090ffe0001"
1TB2-NRB,1H84261TB2,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,bchege,All good,"00090ffe0001, fa6dcc64184c, fe6dcc64184c, f86dcc64184c, f86dcc64184d, 28c5c861377f"
1TB6-NRB,1H84261TB6,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,gnyatiaige,Critical,"fa6dcc645528, fe6dcc645528, 00090ffe0001, f86dcc645528, f86dcc645529, 28c5c8613791"
1TBN-NRB,1H84261TBN,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 1.602874E11, D:\ 3.502422E11",HP ProBook 450 15.6 inch G10 Notebook PC,HP,tmukami,Critical,"00090ffe0001, fa6dcc642822, fe6dcc642822, f86dcc642822, 28c5c8613671"
1TBX-NRB,1H84261TBX,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,bdennis,All good,"fa6dcc641862, fe6dcc641862, 00090ffe0001, f86dcc641862, 28c5c861366b"
1TC7-NRB,1H84261TC7,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,avarvani,All good,"fa6dcc640d82, fe6dcc640d82, f86dcc640d82, 00090ffe0001, 28c5c861334b"
1TCB-NRB,1H84261TCB,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,tkioko,Critical,"28c5c8613352, fa6dcc640d4c, 00090ffe0001, f86dcc640d4c"
1TCQ-NRB,1H84261TCQ,13th Gen Intel(R) Core(TM) i5-1335U,23.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jbhawan,All good,"fa6dcc641870, fe6dcc641870, 00090ffe0001, f86dcc641870, 28c5c8613588"
1TD2-NRB,1H84261TD2,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,fkirunge,All good,"00ff598b5d82, fa6dcc643dd0, fe6dcc643dd0, 00090ffe0001, f86dcc643dd0, 28c5c8613355"
1TD3-NRB,1H84261TD3,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dayah,Critical,"fa6dcc640796, fe6dcc640796, 00090ffe0001, f86dcc640796, 28c5c8613354"
1TD6-NRB,1H84261TD6,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.11098E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,akwoba,All good,"fa6dcc640d46, 00090ffe0001, f86dcc640d46, 28c5c86135a0"
1TDC-NRB,1H84261TDC,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,hchangilwa,All good,"fa6dcc645180, fe6dcc645180, 00090ffe0001, f86dcc645180, f86dcc645181, 28c5c861378f"
1TDJ-NRB,1H84261TDJ,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.113045E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,iwanjiru,All good,"fa6dcc645182, 00090ffe0001, f86dcc645182, 28c5c8613797"
1TDM-NRB,1H84261TDM,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112112E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,anyokabi,All good,"fa6dcc644b76, 00090ffe0001, f86dcc644b76, 28c5c861378a"
1TDN-NRB,1H84261TDN,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,kkanyiri,Critical,"00090ffe0001, 00090faa0001, fa6dcc6439b2, fe6dcc6439b2, f86dcc6439b2, 28c5c861378b"
1TDP-NRB,1H84261TDP,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 1.601616E11, E:\ 3.501153E11",HP ProBook 450 15.6 inch G10 Notebook PC,HP,jndungu,Critical,"00090faa0001, fa6dcc64518c, 00090ffe0001, f86dcc64518c, 28c5c861379e"
1TDS-NRB,1H84261TDS,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,knabagesera,Critical,"00090faa0001, fa6dcc643b56, fe6dcc643b56, 00090ffe0001, f86dcc643b56, 28c5c861379c"
1TG7-NRB,1H84261TJ7,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,tngome,All good,"00090ffe0001, fa6dcc64419e, fe6dcc64419e, f86dcc64419e, 28c5c8613655"
1THR-NRB,1H84261THR,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.048977E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,fkithinji,All good,"28c5c86136be, fa6dcc644576, 00090ffe0001, f86dcc644576, f86dcc644577"
1TK7-NRB,1H84261TK7,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,ttimara,All good,"00090ffe0001, fa6dcc642832, f86dcc642832, 28c5c8613872"
1TKW-NKR,1H84261TKW,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 3.445872E11, D:\ 1.572864E11",HP ProBook 450 15.6 inch G10 Notebook PC,HP,ihaggai,All good,"00090faa0001, fa6dcc6418ca, fe6dcc6418ca, 28c5c8613882, 00090ffe0001, f86dcc6418ca"
1TL8-NRB,1H84261TL8,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,lmwende,Critical,"fa6dcc6445f0, 00090ffe0001, f86dcc6445f0, 28c5c86137ad"
1TLC-NRB,1H84261TLC,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,smustsoli,Critical,"28c5c86137b8, fa6dcc6445fe, 00090ffe0001, f86dcc6445fe"
1TPD,5CD1381TPD,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.64 GB,"C:\ 5.00537E11, D:\ 1.048471E10",HP Laptop 15-dy2xxx,HP,echazima,Critical,"00090faa0001, fa89d21f5b51, 00090ffe0001, f889d21f5b51"
1VPK,5CD1241VPK,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,"C:\ 5.119872E11, M:\ 1.099512E12",HP ProBook 450 G8 Notebook PC,HP,nabdi,Redeployment required,"00090faa0001, 00ff73bfd537, 489ebd2bd9ca, 5414f341ba14, 5614f341ba13, 00090ffe0001, 5414f341ba13"
2119S,3E052119S,Intel(R) Core(TM) i3-3110M CPU @ 2.40GHz,7.87 GB,"C:\ 2.902857E11, E:\ 2.097142E11",Satellite C50-A534,TOSHIBA,mnzusyo,All good,"202564503b3a, 1ae347bd7d74, 2ae347bd7d74, 28e347bd7d74"
2ALH,MP1H2ALH,Intel(R) Core(TM) i3-7020U CPU @ 2.30GHz,3.83 GB,C:\ 4.995222E11,81HQ,LENOVO,fmuhonja,All good,"9829a6704643, 949aa98400c7"
2LDJ,CND1072LDJ,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,7.80 GB,C:\ 5.111572E11,HP Laptop 15-da2xxx,HP,Rndolo,Critical,"00090faa0001, b0227a897504, dac0a6f540dd, d8c0a6f540dd, 00090ffe0001, d8c0a6f540dd, d8c0a6f540dc"
2R6L,5CD0402R6L,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,15.8 GB,C:\ 5.114561E11,HP ProBook 430 G7,HP,swainaina,All good,"f80dac1b92ec, dac0a6dab1fd, 00090ffe0001, d8c0a6dab1fd"
3DTBL-NRB,5CD513DTBL,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,echerono,All good,"00090ffe0001, 00090faa0001, ec8e77f4585e, ec8e77f4585d, 24fbe3c6a7e9"
3HH-NBI,5CD231C3HH,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110346E11,HP ProBook 450 G8 Notebook PC,HP,rpanara,Critical,"546ceb21d93d, 566ceb21d93c, 00090ffe0001, 546ceb21d93c, 546ceb21d940, 5c60babc58ad"
3N03-NRB,5CD5113N03,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,"C:\ 4.939978E11, D:\ 8.577352E9",HP ProBook 450 15.6 inch G10 Notebook PC,HP,cmutisya,All good,"c858b3329854, ca58b3329853, 00090ffe0001, c858b3329853, c858b3329857, 24fbe3bedb75"
3N05-NRB,5CD5113N05,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,cmuthui,All good,"00090ffe0001, 00090faa0001, c858b3345c93, ca58b3345c92, c858b3345c92, c858b3345c96, 24fbe3bedcbd"
3N06-NRB,5CD5113N06,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,bodhiambo,All good,"00090ffe0001, 00090faa0001, c858b3303127, c858b3303126, c858b330312a, 24fbe3bedd37"
3N07-NRB,5CD5113N07,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,gkiruthi,All good,"00090ffe0001, 00090faa0001, c858b3303122, c858b3303121, 24fbe3bedd38"
3N08-NRB,5CD5113N08,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jwanyonyi,All good,"00090ffe0001, 00090faa0001, c858b3345c52, 520182c56d18, 24fbe3bedcc0"
3N0B-NRB,5CD5113N0B,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,"C:\ 5.024493E11, D:\ 8.588882E9",HP ProBook 450 15.6 inch G10 Notebook PC,HP,awuora,All good,"00090ffe0001, c858b3345c7a, ca58b3345c79, c858b3345c79, c858b3345c7d, 24fbe3bedb81"
3N0C-NRB,5CD5113N0C,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,cmwangi,Unverified,"00090ffe0001, 24fbe3bedd12, 00090faa0001, c858b3345c43, c858b3345c42, c858b3345c46"
3N0D-NRB,5CD5113N0D,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jsekandi,Critical,"00090ffe0001, 00090faa0001, c858b33030be, ca58b33030bd, c858b33030bd, 24fbe3bedd11"
3N0F-NRB,5CD5113N0F,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,doyieko,Critical,"00090ffe0001, 00090faa0001, c858b3303019, ca58b3303018, c858b3303018, 24fbe3bedd36"
3N0G-NRB,5CD5113N0G,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,pnabwire,Needs attention,"00090ffe0001, 00090faa0001, c858b3302f65, ca58b3302f64, c858b3302f64, 24fbe3bedd35"
3N0H-NRB,5CD5113N0H,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,kcheruiyot,All good,"00090ffe0001, 00090faa0001, c858b33030c8, c858b33030c7, 24fbe3bedd32"
3N0L-NRB,5CD5113N0L,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,speticia,All good,"00090ffe0001, 00090faa0001, c858b3303023, ca58b3303022, c858b3303022, 24fbe3bedca1"
3N0P-NRB,5CD5113N0P,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dmugabo,Unverified,"c858b330305a, ca58b3303059, c858b3303059, 24fbe3bedca0"
3N0Q-NRB,5CD5113N0Q,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,kadhiambo,Critical,"00090ffe0001, 00090faa0001, c858b3303050, ca58b330304f, c858b330304f, 24fbe3bedc9d"
3N0T-NRB,5CD5113N0T,13th Gen Intel(R) Core(TM) i5-1334U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,lmuthoni,All good,"00090ffe0001, 00090faa0001, c858b3345c3e, ca58b3345c3d, c858b3345c3d, c858b3345c41, 24fbe3bed991"
40DSC-NBI,5CD2140DSC,12th Gen Intel(R) Core(TM) i5-1240P,7.64 GB,C:\ 5.110104E11,HP ProBook 450 15.6 inch G9 Notebook PC,HP,jmuthama,Critical,"00090faa0001, 847b5744a6ed, 867b5744a6ec, 8469934866bc, 00090ffe0001, 847b5744a6ec, 847b5744a6f0"
40F3Q-NRB,5CD2140F3Q,12th Gen Intel(R) Core(TM) i5-1240P,7.64 GB,C:\ 5.114561E11,HP ProBook 450 15.6 inch G9 Notebook PC,HP,bbhavisha,All good,"846993486324, 847b5746b078, 867b5746b077, 00090ffe0001, 847b5746b077"
44FZ-NRB,5CD33044FZ,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047834E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,emutinda,Unverified,"00090faa0001, ce5ef831de47, c25ef831de47, bc0ff38daa1d, 00090ffe0001, cc5ef831de47"
44G4-NRB,5CD33044G4,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047834E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,eomonywa,All good,"00090ffe0001, ce5ef831de31, c25ef831de31, cc5ef831de31, bc0ff38da637"
44JG-NRB,5CD33044JG,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110822E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,lwangechi,Critical,"00090faa0001, ce5ef831d051, c25ef831d051, 00090ffe0001, cc5ef831d051, bc0ff38daa35"
44JM-NKR,5CD33044JM,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 4.946185E11, D:\ 1.572759E10",HP ProBook 450 15.6 inch G10 Notebook PC,HP,PTHUO,Critical,"00090faa0001, bc0ff38daa2e, ce5ef831d0a7, 00090ffe0001, cc5ef831d0a7"
44LV-NRB,5CD33044LV,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110749E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,coluoch,Unverified,"00090faa0001, cc5ef831de5d, ce5ef831de5d, bc0ff38da9ea, 00090ffe0001, cc5ef831de5e"
44M8-NRB,5CD33044M8,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,kgore,All good,"ce5ef831cdcf, c25ef831cdcf, 00090ffe0001, cc5ef831cdcf, cc5ef831cdd0, bc0ff38da9cd"
44MD-NRB,5CD33044MD,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110885E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,abaraka,Unverified,"0a0027000005, ce5ef831cdcb, c25ef831cdcb, 00090ffe0001, cc5ef831cdcb, bc0ff38da9df"
44PJ-NRB,5CD33044PJ,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047834E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,mmusyoka,All good,"bc0ff38c2802, ce5ef831cea9, 00090ffe0001, 42b2cb4eebb2, cc5ef831ceaa"
44PL-NRB,5CD33044PL,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110875E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,svikram,Needs attention,"00090ffe0001, ce5ef831ce07, c25ef831ce07, cc5ef831ce07, bc0ff38c2800"
44Q6-NRB,5CD33044Q6,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,knjeru,Unverified,"ce5ef831ce5b, c25ef831ce5b, bc0ff38c2934, 00090ffe0001, cc5ef831ce5b"
44QH-NRB,5CD33044QH,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110749E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,pkyalo,Critical,"ce5ef831ce51, c25ef831ce51, 00090ffe0001, cc5ef831ce51, cc5ef831ce52, bc0ff38c2929"
44QM-NRB,5CD33044QM,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.11098E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,lwanja,Unverified,"bc0ff38c2931, ce5ef831ce53, 00090ffe0001, cc5ef831ce53"
44R4-NRB,5CD33044R4,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110697E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dchepkemoi,Critical,"00090ffe0001, ce5ef831cc4f, c25ef831cc4f, 00090ffe0001, cc5ef831cc4f, bc0ff38c28fd"
44R6-NRB,5CD33044R6,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047834E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,dmogire,All good,"ce5ef831d9bb, 00090ffe0001, cc5ef831d9bb, bc0ff38c290b"
44RH-NRB,5CD33044RH,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047834E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,mgatune,Unverified,"ce5ef831df4f, c25ef831df4f, bc0ff38c2904, 00090ffe0001, cc5ef831df4f"
44S1-NRB,5CD33044S1,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110749E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,wmaosa,All good,"bc0ff38c28a9, ce5ef831cc2d, 00090ffe0001, cc5ef831cc2d, cc5ef831cc2e"
44TL,5CD33044TL,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111106E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,ltuitai,Critical,"00090ffe0001, 00090faa0001, ce5ef831cc31, c25ef831cc31, cc5ef831cc31, cc5ef831cc32, bc0ff38da8ec"
45RB-NBI,5CD21745RB,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110083E11,HP ProBook 450 G8 Notebook PC,HP,hkwamboka,All good,"00090faa0001, 00090ffe0001, a8b13b93c4dc, bc6ee2d3bb44, bc6ee2d3bb43"
45RW-NBI,5CD21745RW,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,"C:\ 5.110555E11, G:\ 0E0",HP ProBook 450 G8 Notebook PC,HP,vkibe,Unverified,"a8b13b93c07d, bc6ee2d1e4c7, be6ee2d1e4c6, 00090ffe0001, bc6ee2d1e4c6, bc6ee2d1e4ca"
45S9-NRB,5CD21745S9,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.110482E11,HP ProBook 450 G8 Notebook PC,HP,skamau,Needs attention,"00090faa0001, a8b13b93c08c, bc6ee2d3f514, be6ee2d3f513, 00090ffe0001, bc6ee2d3f513"
45SH-NRB,5CD21745SH,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.111022E11,HP ProBook 450 G8 Notebook PC,HP,pnzuki,Critical,"00090ffe0001, a8b13b93c088, bc6ee2d3f82a, bc6ee2d3f829, bc6ee2d3f82d"
45SR-NRB,5CD21745SR,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110403E11,HP ProBook 450 G8 Notebook PC,HP,fjelagat,Critical,"00090ffe0001, a8b13b93c08f, bc6ee2d3f6d1, be6ee2d3f6d0, bc6ee2d3f6d0, bc6ee2d3f6d4"
45SY-NRB,5CD04756Y9,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,7.84 GB,C:\ 5.107561E11,HP ProBook 450 G7,HP,cwanja,Unverified,"3024a97d1324, 38fc98116904, 00090ffe0001, 38fc98116903"
45TK-NBI,5CD21745T9,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110534E11,HP ProBook 450 G8 Notebook PC,HP,mwetoyi,Needs attention,"a8b13b93c405, bc6ee2d282d3, be6ee2d282d2, 00090ffe0001, bc6ee2d282d2"
45TT-NRB,5CD0386TFH,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,7.8 GB,C:\ 5.107378E11,HP ProBook 450 G7,HP,aachieng,Critical,"00090faa0001, f80dac123177, ac1203877d06, ae1203877d05, 00090ffe0001, ac1203877d05, ac1203877d09"
45V8-NRB,5CD21745V8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.11055E11,HP ProBook 450 G8 Notebook PC,HP,cwahome,All good,"a8b13b93c44d, bc6ee2d2859e, 00090ffe0001, bc6ee2d2859d"
4F7V-NRB,5CD2164F7V,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.110403E11,HP ProBook 450 G8 Notebook PC,HP,jwalter,All good,"bc6ee29692a0, 00090ffe0001, bc6ee296929f, 8469934e3deb"
4NP6-NRB,5CD1084NP6,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,15.8 GB,C:\ 5.111555E11,HP ProBook 430 G7,HP,eakinyi,All good,"6c02e09323b7, 02e93ad4b641, 82e93ad4b641, 00090ffe0001, 00e93ad4b641, 00e93ad4b640"
5610-NBI,5CD0475610,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,11.8 GB,C:\ 5.108704E11,HP ProBook 450 G7,HP,jkativa,Critical,"00090faa0001, 3024a97d1495, dc41a9cd8576, 00090ffe0001, dc41a9cd8575, de41a9cd8575"
