Endpoint,IP,OS,Group,Agent Version,System status,First Seen,Last Seen,Antivirus Database Version,EPP Best Practice,Open Alerts,Vulnerabilities,Misconfigurations
MACMD674,172.20.80.235,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:42","20 Feb 2026, 17:17",8.20.72.192,Yes,0,1,56
MACMD673,172.20.110.151,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","18 Feb 2026, 18:08",8.20.72.174,Yes,0,3,56
MACMD672,172.20.70.24,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.186,Yes,0,4,57
MACMD671,172.20.110.144,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","20 Feb 2026, 18:27",8.20.72.186,Yes,0,2,54
MACMD670,172.20.110.72,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:00","21 Feb 2026, 16:03",8.20.72.186,Yes,0,2,50
MACMD658,172.20.121.25,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Dec 2025, 05:31","22 Jan 2026, 16:49",8.20.70.46,Yes,0,3,57
MACMD657,172.20.80.33,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,11,57
MACMD655,172.20.70.139,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,5,57
MACMD654,172.20.80.121,Windows,Manually Installed Agents,4.31.0.19214,OK,"29 Dec 2025, 15:04","21 Feb 2026, 16:09",8.20.72.192,Yes,0,1,54
MACMD653,172.20.80.129,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,1,49
MACMD650,172.20.70.26,Windows,Manually Installed Agents,4.31.0.19139,OK,"01 Dec 2025, 05:32","12 Feb 2026, 18:01",8.20.71.172,Yes,0,11,59
MACMD647,172.20.50.84,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,56
MACMD646,172.20.50.74,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:06","21 Feb 2026, 16:04",8.20.72.206,Yes,0,4,56
MACMD645,172.20.121.42,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,4,56
MACMD644,172.20.80.87,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:58","21 Feb 2026, 16:09",8.20.72.186,Yes,0,2,51
MACMD643,172.20.80.189,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.192,Yes,0,8,57
MACMD642,172.20.70.28,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,7,57
MACMD641,172.20.120.25,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","21 Feb 2026, 13:52",8.20.72.186,Yes,0,1,56
MACMD640,172.20.80.243,Windows,Manually Installed Agents,4.31.0.19214,OK,"19 Jan 2026, 10:43","20 Feb 2026, 18:15",8.20.72.192,Yes,0,1,50
MACMD639,172.20.110.45,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:12","19 Feb 2026, 18:11",8.20.72.174,Yes,0,2,54
MACMD638,172.20.90.25,Windows,Manually Installed Agents,4.30.1.19100,OK,"01 Dec 2025, 05:34","06 Feb 2026, 15:17",8.20.68.222,Yes,0,4,57
MACMD638,172.20.90.24,Windows,Manually Installed Agents,4.31.0.19214,OK,"11 Feb 2026, 11:18","20 Feb 2026, 18:17",8.20.72.192,Yes,0,1,53
MACMD636,172.20.120.17,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,54
MACMD634,172.20.80.222,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:04",8.20.72.192,Yes,0,34,57
MACMD633,172.20.80.213,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,19,55
MACMD632,172.20.110.103,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:48","21 Feb 2026, 16:09",8.20.72.192,Yes,0,1,50
MACMD631,172.20.110.108,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,2,56
MACMD628,172.20.80.166,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,57
MACMD626,172.20.110.106,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","21 Feb 2026, 16:00",8.20.72.192,Yes,0,2,54
MACMD625,172.20.80.230,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 08:28",8.20.72.186,Yes,0,6,57
MACMD624,172.20.70.36,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:13","21 Feb 2026, 15:48",8.20.72.186,Yes,0,6,53
MACMD621,172.20.80.140,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:52","21 Feb 2026, 16:07",8.20.72.186,Yes,0,37,54
MACMD620,172.20.80.2,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:46","21 Feb 2026, 12:10",8.20.72.212,Yes,0,28,54
MACMD619,172.20.110.20,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 08:50","21 Feb 2026, 16:08",8.20.72.192,Yes,0,3,53
MACMD617,172.20.70.13,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.186,Yes,0,27,57
MACMD616,172.20.80.119,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.186,Yes,0,5,55
MACMD615,172.20.80.116,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:55","20 Feb 2026, 17:47",8.20.72.192,Yes,0,2,54
MACMD614,172.20.110.154,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.186,Yes,0,11,55
MACMD611,172.20.131.40,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","20 Feb 2026, 17:36",8.20.72.196,Yes,0,30,54
MACMD609,172.20.110.56,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:54","21 Feb 2026, 16:05",8.20.72.192,Yes,0,3,51
MACMD608,172.20.110.159,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:39","21 Feb 2026, 16:04",8.20.72.192,Yes,0,1,53
MACMD607,172.20.110.71,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,54
MACMD606,172.20.121.36,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:20","20 Feb 2026, 18:00",8.20.72.186,Yes,0,3,52
MACMD605,172.20.80.14,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:02","21 Feb 2026, 16:07",8.20.72.192,Yes,0,2,53
MACMD604,172.20.30.177,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.186,Yes,0,4,57
MACMD603,172.20.110.129,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:26","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,54
MACMD602,172.20.80.55,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:55","20 Feb 2026, 13:53",8.20.72.192,Yes,0,6,54
MACMD601,172.20.110.50,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:04","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,50
MACMD591,172.20.80.220,Windows,Manually Installed Agents,4.31.0.19214,OK,"09 Dec 2025, 13:44","19 Feb 2026, 18:24",8.20.72.176,Yes,0,3,54
MACMD582,172.20.80.40,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:29","21 Feb 2026, 10:40",8.20.72.192,Yes,0,5,53
MACMD580,172.20.121.69,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:38","20 Feb 2026, 17:57",8.20.72.192,Yes,0,3,54
MACMD579,172.20.110.91,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,53
MACMD578,172.20.110.147,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 12:38","21 Feb 2026, 14:01",8.20.72.192,Yes,0,1,51
MACMD577,172.20.120.21,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:22","21 Feb 2026, 16:06",8.20.72.186,Yes,0,1,53
MACMD576,172.20.80.198,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:11","21 Feb 2026, 16:09",8.20.72.186,Yes,0,9,55
MACMD575,172.20.110.189,Windows,Manually Installed Agents,4.30.1.19100,OK,"01 Dec 2025, 05:45","09 Feb 2026, 01:53",8.20.71.172,Yes,0,3,44
MACMD574,172.20.70.121,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.186,Yes,0,9,56
MACMD573,172.20.80.124,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,53
MACMD572,172.20.80.8,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,5,54
MACMD571,172.20.80.192,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Feb 2026, 11:27","20 Feb 2026, 16:00",8.20.72.192,Yes,0,3,53
MACMD570,172.20.110.118,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,50
MACMD569,172.20.90.14,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:07",8.20.72.186,Yes,0,2,53
MACMD568,172.20.110.162,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,53
MACMD567,172.20.120.46,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:07","21 Feb 2026, 15:36",8.20.72.192,Yes,0,1,50
MACMD566,172.20.80.234,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:05","20 Feb 2026, 16:58",8.20.72.192,Yes,0,2,53
MACMD565,172.20.110.51,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 13:45","21 Feb 2026, 16:05",8.20.72.186,Yes,0,2,51
MACMD563,172.20.80.181,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 09:20","21 Feb 2026, 16:05",8.20.72.186,Yes,0,8,55
MACMD561,172.20.80.111,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,54
MACMD560,172.20.70.165,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:09",8.20.72.200,Yes,0,4,51
MACMD559,172.20.131.38,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:08",8.20.72.186,Yes,0,17,56
MACMD558,172.20.121.70,Windows,CEO_CFO,4.31.0.19214,OK,"01 Dec 2025, 14:57","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,53
MACMD557,172.20.80.194,Windows,Manually Installed Agents,4.31.0.19214,OK,"06 Dec 2025, 14:42","20 Feb 2026, 18:05",8.20.72.186,Yes,0,28,54
MACMD554,172.20.50.38,Windows,Manually Installed Agents,4.31.0.19214,OK,"16 Dec 2025, 14:16","20 Feb 2026, 18:26",8.20.72.192,Yes,0,3,52
MACMD553,172.20.70.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:54","21 Feb 2026, 15:41",8.20.72.192,Yes,0,3,51
MACMD552,172.20.110.130,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","20 Feb 2026, 18:00",8.20.72.192,Yes,0,1,53
MACMD551,172.20.80.45,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:06",8.20.72.186,Yes,0,38,57
MACMD550,172.20.110.63,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,53
MACMD548,172.20.70.142,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,54
MACMD547,172.20.110.114,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,3,54
MACMD546,172.20.70.11,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","21 Feb 2026, 16:05",8.20.72.186,Yes,0,32,59
MACMD545,172.20.110.88,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:05","20 Feb 2026, 18:12",8.20.72.192,Yes,0,1,53
MACMD544,172.20.110.89,Windows,Manually Installed Agents,4.31.0.19139,OK,"01 Dec 2025, 09:12","10 Feb 2026, 09:46",8.20.70.52,Yes,0,1,50
MACMD543,172.20.110.92,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:58","21 Feb 2026, 16:06",8.20.72.192,Yes,0,2,50
MACMD542,172.20.110.57,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,50
MACMD541,172.20.110.77,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:49","21 Feb 2026, 16:04",8.20.72.192,Yes,0,1,53
MACMD540,172.20.110.107,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:57","20 Feb 2026, 17:24",8.20.72.192,Yes,0,3,53
MACMD539,172.20.50.56,Windows,Manually Installed Agents,4.31.0.19214,OK,"22 Jan 2026, 08:35","21 Feb 2026, 16:08",8.20.72.186,Yes,0,25,49
MACMD538,172.20.80.136,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:17","21 Feb 2026, 16:08",8.20.72.186,Yes,0,5,54
MACMD537,172.20.110.23,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:36","20 Feb 2026, 17:34",8.20.72.192,Yes,0,2,54
MACMD536,172.20.110.66,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","20 Feb 2026, 17:59",8.20.72.192,Yes,0,1,51
MACMD535,172.20.110.69,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:08","20 Feb 2026, 17:55",8.20.72.192,Yes,0,3,51
MACMD534,172.20.80.162,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:21","21 Feb 2026, 02:20",8.20.72.192,Yes,0,2,56
MACMD533,172.20.70.158,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:25","21 Feb 2026, 16:04",8.20.72.186,Yes,0,10,57
MACMD531,172.20.90.19,Windows,Manually Installed Agents,4.31.0.19139,OK,"22 Dec 2025, 16:02","11 Feb 2026, 20:13",8.20.70.46,Yes,0,2,53
MACMD530,172.20.110.68,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:42","21 Feb 2026, 14:33",8.20.72.206,Yes,0,1,53
MACMD529,172.20.80.50,Windows,USB Alllowed Group,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:04",8.20.72.186,Yes,0,3,57
MACMD528,172.20.120.40,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,54
MACMD527,172.20.110.60,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:04","21 Feb 2026, 16:08",8.20.72.192,Yes,0,3,50
MACMD526,172.20.110.113,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:35","21 Feb 2026, 15:56",8.20.72.192,Yes,0,1,53
MACMD525,172.20.120.54,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,1,51
MACMD524,172.20.80.103,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","20 Feb 2026, 17:48",8.20.72.192,Yes,0,4,54
MACMD523,172.20.110.121,Windows,Manually Installed Agents,4.30.1.19100,OK,"05 Feb 2026, 12:26","05 Feb 2026, 14:00",8.20.72.8,Yes,0,0,9
MACMD522,172.20.110.22,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:04","21 Feb 2026, 16:07",8.20.72.192,Yes,0,1,53
MACMD521,172.20.120.34,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:03","20 Feb 2026, 18:43",8.20.72.192,Yes,0,4,53
MACMD520,172.20.80.193,Windows,Manually Installed Agents,4.31.0.19214,OK,"05 Dec 2025, 15:10","20 Feb 2026, 17:56",8.20.72.192,Yes,0,1,55
MACMD519,172.20.110.78,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","20 Feb 2026, 17:56",8.20.72.186,Yes,0,1,53
MACMD517,172.20.120.30,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:06",8.20.72.186,Yes,0,3,50
MACMD516,172.20.121.62,Windows,Manually Installed Agents,4.30.1.19100,OK,"19 Dec 2025, 18:38","05 Feb 2026, 19:38",8.20.70.46,Yes,0,2,53
MACMD515,172.20.80.54,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:05",8.20.72.186,Yes,0,26,57
MACMD514,172.20.30.194,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.186,Yes,0,3,56
MACMD513,172.20.80.212,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:38","21 Feb 2026, 16:06",8.20.72.192,Yes,0,3,54
MACMD512,172.20.80.190,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:05",8.20.72.186,Yes,0,9,54
MACMD511,172.20.80.115,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:07",8.20.72.186,Yes,0,9,57
MACMD510,172.20.110.152,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:45","21 Feb 2026, 16:01",8.20.72.192,Yes,0,2,53
MACMD509,172.20.110.100,Windows,Manually Installed Agents,4.30.1.18852,OK,"01 Dec 2025, 09:04","30 Jan 2026, 17:58",8.20.70.52,Yes,0,2,52
MACMD509,172.20.110.100,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Feb 2026, 14:30","21 Feb 2026, 15:19",8.20.72.190,Yes,0,1,51
MACMD508,172.20.80.151,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:06","20 Feb 2026, 18:18",8.20.72.192,Yes,0,3,56
MACMD507,172.20.110.43,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:07",8.20.72.192,Yes,0,2,53
MACMD506,172.20.80.7,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:47","21 Feb 2026, 16:02",8.20.72.206,Yes,0,3,55
MACMD505,172.20.110.181,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 06:03","21 Feb 2026, 16:08",8.20.72.186,Yes,0,1,55
MACMD503,172.20.80.229,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:35","19 Feb 2026, 19:22",8.20.72.174,Yes,0,10,59
MACMD502,172.20.50.23,Windows,Manually Installed Agents,4.31.0.19214,OK,"05 Dec 2025, 19:56","21 Feb 2026, 16:05",8.20.72.186,Yes,0,30,56
MACMD501,172.20.110.112,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:09","21 Feb 2026, 16:05",8.20.72.192,Yes,0,1,53
MACMD500,172.20.110.143,Windows,Manually Installed Agents,4.31.0.19214,OK,"04 Dec 2025, 09:00","21 Feb 2026, 15:58",8.20.72.192,Yes,0,1,53
MACMD499,172.20.110.58,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:12","21 Feb 2026, 16:01",8.20.72.192,Yes,0,2,53
MACMD498,172.20.110.185,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:43","19 Feb 2026, 18:03",8.20.72.174,Yes,0,1,57
MACMD497,172.20.110.127,Windows,Manually Installed Agents,4.31.0.19214,OK,"22 Dec 2025, 10:38","20 Feb 2026, 16:59",8.20.72.186,Yes,0,2,53
MACMD496,172.20.110.53,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 10:51","20 Feb 2026, 17:07",8.20.72.192,Yes,0,2,54
MACMD495,172.20.80.95,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:05",8.20.72.192,Yes,0,37,55
MACMD494,172.20.50.79,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:24","20 Feb 2026, 15:59",8.20.72.192,Yes,0,4,56
MACMD493,172.20.50.137,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 07:56","20 Feb 2026, 17:25",8.20.72.192,Yes,0,30,56
MACMD492,172.20.30.191,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","20 Feb 2026, 16:44",8.20.72.192,Yes,0,32,56
MACMD491,172.20.80.78,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,10,54
MACMD490,172.20.80.209,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 14:52",8.20.72.186,Yes,0,10,54
MACMD489,172.20.30.175,Windows,Manually Installed Agents,4.31.0.19214,OK,"04 Dec 2025, 08:25","20 Feb 2026, 17:50",8.20.72.192,Yes,0,4,57
MACMD488,172.20.80.154,Windows,Manually Installed Agents,4.30.1.18852,OK,"24 Jan 2026, 16:00","24 Jan 2026, 17:04",8.20.71.102,Yes,0,1,8
MACMD486,172.20.110.84,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:26","20 Feb 2026, 17:56",8.20.72.192,Yes,0,1,55
MACMD485,172.20.80.39,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:04",8.20.72.186,Yes,0,5,59
MACMD484,172.20.110.28,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 10:53","20 Feb 2026, 18:28",8.20.72.192,Yes,0,2,50
MACMD483,172.20.80.79,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:06",8.20.72.186,Yes,0,28,56
MACMD482,172.20.80.207,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:29","20 Feb 2026, 17:50",8.20.72.192,Yes,0,12,56
MACMD481,172.20.110.101,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","21 Feb 2026, 16:04",8.20.72.186,Yes,0,2,51
MACMD480,172.20.110.165,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:19","21 Feb 2026, 15:59",8.20.72.192,Yes,0,2,53
MACMD48,172.20.50.100,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 11:50","21 Feb 2026, 16:05",8.20.72.192,Yes,0,6,57
MACMD479,172.20.50.67,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:34","21 Feb 2026, 16:08",8.20.72.186,Yes,0,24,57
MACMD478,172.20.50.174,Windows,Manually Installed Agents,4.31.0.19214,OK,"22 Jan 2026, 08:34","17 Feb 2026, 14:34",8.20.72.156,Yes,0,12,57
MACMD478,172.20.50.174,Windows,Manually Installed Agents,4.31.0.19214,OK,"17 Feb 2026, 16:31","21 Feb 2026, 16:07",8.20.72.192,Yes,0,25,53
MACMD477,172.20.80.199,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:30","21 Feb 2026, 16:07",8.20.72.186,Yes,0,10,51
MACMD476,172.20.120.36,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:00","20 Feb 2026, 17:41",8.20.72.192,Yes,0,1,54
MACMD475,172.20.80.131,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:58","21 Feb 2026, 16:07",8.20.72.192,Yes,0,5,53
MACMD474,172.20.110.37,Windows,Manually Installed Agents,4.31.0.19214,OK,"17 Dec 2025, 11:52","21 Feb 2026, 16:09",8.20.72.192,Yes,0,1,53
MACMD473,172.20.80.92,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","17 Feb 2026, 17:56",8.20.72.160,Yes,0,10,58
MACMD472,172.20.50.144,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:32","20 Feb 2026, 19:03",8.20.72.200,Yes,0,30,57
MACMD471,172.20.50.50,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.186,Yes,0,4,52
MACMD470,172.20.120.61,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:07",8.20.72.186,Yes,0,4,56
MACMD469,172.20.120.59,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 09:01","21 Feb 2026, 16:07",8.20.72.186,Yes,0,0,56
MACMD468,172.20.110.42,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 08:33","17 Feb 2026, 17:56",8.20.72.160,Yes,0,4,50
MACMD467,172.20.50.53,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:33","21 Feb 2026, 16:05",8.20.72.186,Yes,0,30,57
MACMD464,172.20.80.99,Windows,Manually Installed Agents,4.31.0.19214,OK,"01 Dec 2025, 05:31","21 Feb 2026, 16:04",8.20.72.186,Yes,0,36,48
MACMD463,172.20.110.33,Windows,Manually Installed Agents,4.31.0.19214,OK,"02 Dec 2025, 13:53","21 Feb 2026, 15:59",8.20.72.192,Yes,0,1,53
